53, 0 %, 1 MiB
52, 0 %, 13 MiB
54, 1 %, 178 MiB
54, 0 %, 916 MiB
63, 94 %, 6986 MiB
65, 98 %, 5330 MiB
66, 97 %, 5330 MiB
67, 98 %, 5330 MiB
68, 97 %, 5332 MiB
69, 97 %, 5332 MiB
70, 97 %, 5332 MiB
69, 97 %, 5332 MiB
70, 97 %, 5366 MiB
71, 97 %, 5366 MiB
71, 97 %, 5366 MiB
72, 97 %, 5366 MiB
72, 97 %, 5366 MiB
72, 97 %, 5366 MiB
73, 97 %, 5366 MiB
73, 98 %, 5366 MiB
73, 98 %, 5366 MiB
73, 97 %, 5366 MiB
73, 99 %, 5366 MiB
73, 97 %, 5366 MiB
74, 97 %, 5366 MiB
74, 97 %, 5366 MiB
75, 97 %, 5366 MiB
74, 97 %, 5366 MiB
75, 97 %, 5366 MiB
74, 97 %, 5366 MiB
75, 97 %, 5366 MiB
75, 97 %, 5366 MiB
