57, 0 %, 1 MiB
58, 6 %, 346 MiB
58, 0 %, 1088 MiB
59, 23 %, 5564 MiB
60, 20 %, 5600 MiB
60, 21 %, 5912 MiB
60, 21 %, 6236 MiB
60, 20 %, 6246 MiB
60, 21 %, 6246 MiB
60, 20 %, 6246 MiB
60, 20 %, 6288 MiB
61, 20 %, 6288 MiB
61, 20 %, 6288 MiB
61, 21 %, 6288 MiB
61, 72 %, 6288 MiB
62, 97 %, 6288 MiB
65, 100 %, 6288 MiB
64, 100 %, 6288 MiB
64, 100 %, 6294 MiB
64, 100 %, 6294 MiB
64, 100 %, 6294 MiB
64, 78 %, 6294 MiB
63, 34 %, 6294 MiB
60, 23 %, 6294 MiB
58, 25 %, 6294 MiB
57, 14 %, 6294 MiB
61, 75 %, 6294 MiB
64, 100 %, 6294 MiB
63, 100 %, 6294 MiB
63, 100 %, 6294 MiB
63, 100 %, 6294 MiB
63, 100 %, 6294 MiB
63, 82 %, 6294 MiB
62, 42 %, 6294 MiB
62, 21 %, 6294 MiB
60, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 21 %, 6294 MiB
59, 20 %, 6294 MiB
60, 21 %, 6294 MiB
60, 21 %, 6294 MiB
59, 0 %, 6294 MiB
58, 24 %, 6294 MiB
57, 22 %, 6294 MiB
