47, 0 %, 1 MiB
47, 0 %, 144 MiB
48, 2 %, 920 MiB
60, 99 %, 4604 MiB
61, 100 %, 4926 MiB
60, 100 %, 4946 MiB
60, 95 %, 4946 MiB
60, 93 %, 5078 MiB
59, 89 %, 5078 MiB
61, 84 %, 5078 MiB
62, 83 %, 5078 MiB
62, 82 %, 5078 MiB
62, 87 %, 5078 MiB
62, 91 %, 5078 MiB
62, 93 %, 5078 MiB
63, 96 %, 5078 MiB
61, 100 %, 5078 MiB
61, 96 %, 5078 MiB
61, 92 %, 5078 MiB
60, 90 %, 5240 MiB
62, 87 %, 5240 MiB
63, 84 %, 5240 MiB
63, 89 %, 5240 MiB
63, 92 %, 5240 MiB
63, 93 %, 5240 MiB
62, 96 %, 5240 MiB
62, 100 %, 5240 MiB
62, 94 %, 5240 MiB
60, 89 %, 5240 MiB
62, 84 %, 5240 MiB
63, 83 %, 5240 MiB
63, 84 %, 5240 MiB
63, 86 %, 5240 MiB
63, 88 %, 5240 MiB
63, 91 %, 5240 MiB
64, 94 %, 5240 MiB
62, 96 %, 5240 MiB
62, 100 %, 5242 MiB
56, 97 %, 5242 MiB
63, 92 %, 5242 MiB
55, 61 %, 5242 MiB
63, 92 %, 5242 MiB
62, 95 %, 5242 MiB
62, 98 %, 5242 MiB
62, 100 %, 5242 MiB
62, 99 %, 5242 MiB
63, 93 %, 5242 MiB
63, 90 %, 5242 MiB
63, 88 %, 5242 MiB
63, 83 %, 5242 MiB
63, 83 %, 5242 MiB
64, 84 %, 5242 MiB
64, 87 %, 5242 MiB
64, 91 %, 5242 MiB
62, 95 %, 5242 MiB
62, 100 %, 5242 MiB
62, 98 %, 5242 MiB
64, 96 %, 5242 MiB
63, 94 %, 5242 MiB
64, 85 %, 5242 MiB
64, 84 %, 5242 MiB
64, 85 %, 5242 MiB
64, 87 %, 5242 MiB
63, 91 %, 5242 MiB
62, 96 %, 5242 MiB
62, 100 %, 5242 MiB
62, 98 %, 5242 MiB
63, 92 %, 5242 MiB
64, 89 %, 5242 MiB
64, 82 %, 5242 MiB
64, 83 %, 5242 MiB
64, 80 %, 5242 MiB
64, 83 %, 5242 MiB
64, 87 %, 5242 MiB
63, 90 %, 5242 MiB
63, 94 %, 5242 MiB
57, 96 %, 5242 MiB
64, 89 %, 5242 MiB
