40, 0 %, 1 MiB
40, 0 %, 3 MiB
42, 0 %, 176 MiB
41, 0 %, 884 MiB
51, 89 %, 6986 MiB
55, 99 %, 5328 MiB
56, 98 %, 5362 MiB
57, 97 %, 5362 MiB
58, 97 %, 5364 MiB
58, 97 %, 5364 MiB
59, 96 %, 5364 MiB
60, 97 %, 5364 MiB
60, 97 %, 5364 MiB
61, 97 %, 5364 MiB
61, 97 %, 5364 MiB
62, 97 %, 5364 MiB
62, 97 %, 5364 MiB
63, 97 %, 5364 MiB
64, 97 %, 5364 MiB
64, 97 %, 5364 MiB
65, 97 %, 5364 MiB
65, 97 %, 5364 MiB
65, 97 %, 5364 MiB
66, 97 %, 5364 MiB
66, 97 %, 5364 MiB
67, 97 %, 5364 MiB
67, 97 %, 5364 MiB
68, 97 %, 5364 MiB
68, 97 %, 5364 MiB
69, 99 %, 5364 MiB
69, 97 %, 5364 MiB
70, 97 %, 5364 MiB
