55, 0 %, 1 MiB
55, 7 %, 458 MiB
59, 28 %, 7882 MiB
67, 100 %, 7156 MiB
68, 100 %, 7156 MiB
69, 100 %, 7156 MiB
69, 100 %, 7156 MiB
70, 99 %, 7156 MiB
71, 100 %, 7156 MiB
72, 100 %, 7156 MiB
72, 100 %, 7156 MiB
72, 100 %, 7156 MiB
73, 100 %, 7156 MiB
73, 100 %, 7156 MiB
73, 100 %, 7156 MiB
74, 100 %, 7156 MiB
74, 100 %, 7156 MiB
72, 47 %, 7156 MiB
74, 100 %, 7156 MiB
75, 100 %, 7156 MiB
75, 100 %, 7156 MiB
75, 100 %, 7156 MiB
75, 100 %, 7156 MiB
75, 100 %, 7156 MiB
76, 100 %, 7158 MiB
76, 100 %, 7158 MiB
76, 100 %, 7158 MiB
75, 100 %, 7158 MiB
76, 100 %, 7158 MiB
76, 100 %, 7158 MiB
76, 100 %, 7158 MiB
76, 100 %, 7158 MiB
65, 0 %, 1 MiB
