58, 0 %, 1 MiB
58, 7 %, 586 MiB
58, 0 %, 618 MiB
58, 0 %, 618 MiB
57, 0 %, 618 MiB
57, 0 %, 618 MiB
57, 0 %, 7384 MiB
64, 87 %, 7734 MiB
65, 87 %, 7734 MiB
65, 87 %, 7734 MiB
66, 88 %, 7734 MiB
66, 90 %, 7734 MiB
66, 90 %, 7734 MiB
66, 90 %, 7734 MiB
67, 90 %, 7734 MiB
66, 90 %, 7734 MiB
67, 90 %, 7736 MiB
67, 90 %, 7736 MiB
67, 89 %, 7736 MiB
67, 88 %, 7736 MiB
68, 87 %, 7736 MiB
68, 90 %, 7736 MiB
68, 90 %, 7736 MiB
